cell_id,pred_cell_type
domlkjah-1,Fibroblasts (Stromal cells)
domlppfn-1,B cells
dommofcf-1,Possible Mast Cells / Neuroendocrine-like
dommogff-1,Fibroblasts (Stromal cells)
domnbnba-1,CD4+ T cells (naive/central memory)
domnfdmo-1,CD4+ T cells (naive/central memory)
domnmcbd-1,CD4+ T cells (naive/central memory)
donbnmic-1,CD4+ T cells (naive/central memory)
dondgbpe-1,CD4+ T cells (naive/central memory)
dongkpdf-1,Fibroblasts (Stromal cells)
donjbmhm-1,B cells
donjdagm-1,Natural Killer (NK) cells
donkgkkh-1,Fibroblasts (Stromal cells)
donlikdm-1,CD4+ T cells (naive/central memory)
donmlmla-1,CD4+ T cells (naive/central memory)
donmphen-1,CD4+ T cells (naive/central memory)
donnfdke-1,CD4+ T cells (naive/central memory)
donodmhg-1,CD4+ T cells (naive/central memory)
donofico-1,CD4+ T cells (naive/central memory)
donoliee-1,Natural Killer (NK) cells
donolnmg-1,CD4+ T cells (naive/central memory)
donpbgbk-1,CD4+ T cells (naive/central memory)
donppneg-1,CD4+ T cells (naive/central memory)
doobeolj-1,CD4+ T cells (naive/central memory)
doocdmam-1,CD4+ T cells (naive/central memory)
doocimlb-1,CD4+ T cells (naive/central memory)
doodkabk-1,CD4+ T cells (naive/central memory)
dooffhna-1,Macrophages
doofgmlb-1,Fibroblasts (Stromal cells)
dooiehlc-1,CD4+ T cells (naive/central memory)
dookofnb-1,Possible Mast Cells / Neuroendocrine-like
dooncgdp-1,Cytotoxic/NK-like T cells
doondche-1,Fibroblasts (Stromal cells)
dooopgdm-1,Possible Mast Cells / Neuroendocrine-like
doopgjkd-1,Naive/Central Memory T cells
dopajgdg-1,Naive/Central Memory T cells
dopclpmd-1,CD4+ T cells (naive/central memory)
dopcmpho-1,Cytotoxic/NK-like T cells
dopdkkib-1,Fibroblasts (Stromal cells)
dophaleo-1,Possible Mast Cells / Neuroendocrine-like
dophjnjl-1,Cytotoxic/NK-like T cells
dopieino-1,Fibroblasts (Stromal cells)
dopifpea-1,Plasma Cells (differentiated B cells)
dopjjbeh-1,CD8+ Cytotoxic T cells
dopjnpmo-1,Fibroblasts (Stromal cells)
dopkaonn-1,Anti-inflammatory Macrophages (M2-like)
dopkccfc-1,Cytotoxic/NK-like T cells
dopkgkpl-1,Smooth Muscle Cells (and/or Myofibroblasts)
dopkjkhd-1,Possible Mast Cells / Neuroendocrine-like
doplommm-1,Fibroblasts (Stromal cells)
dopmhpoa-1,Plasma Cells (differentiated B cells)
dopohcmd-1,CD4+ T cells (naive/central memory)
dopoifoo-1,CD4+ T cells (naive/central memory)
doppbjmg-1,CD8+ Cytotoxic T cells
dpaacbje-1,Fibroblasts (Stromal cells)
dpablneo-1,Smooth Muscle Cells (and/or Myofibroblasts)
dpacadng-1,Possible Mast Cells / Neuroendocrine-like
dpadcnno-1,Fibroblasts (Stromal cells)
dpadfkkm-1,Fibroblasts (Stromal cells)
dpafpkoc-1,Anti-inflammatory Macrophages (M2-like)
dpagcmdd-1,CD14+ Monocytes / Macrophages
dpagjpmn-1,Macrophages (possibly FCGR1A+ subset)
dpaibnbm-1,CD14+ Monocytes / Macrophages
dpajlfbk-1,Macrophages (possibly FCGR1A+ subset)
dpakepdm-1,Possible Mast Cells / Neuroendocrine-like
dpalfnld-1,Macrophages (possibly FCGR1A+ subset)
dpamglfg-1,Macrophages (possibly FCGR1A+ subset)
dpaogmah-1,CD14+ Monocytes / Macrophages
dpbakgam-1,Macrophages (possibly FCGR1A+ subset)
dpbblegm-1,CD8+ Cytotoxic T cells
dpbbpcdg-1,CD14+ Monocytes / Macrophages
dpbcchej-1,Natural Killer (NK) cells
dpbdpldp-1,CD14+ Monocytes / Macrophages
dpbedgal-1,Cytotoxic/NK-like T cells
dpbeebge-1,Macrophages (possibly FCGR1A+ subset)
dpbflbil-1,CD8+ Cytotoxic T cells
dpbhjfbm-1,B cells
dpbiendi-1,Macrophages (possibly FCGR1A+ subset)
dpbkdldo-1,Macrophages
dpbkmdfp-1,Cytotoxic/NK-like T cells
dpblcacn-1,CD8+ Cytotoxic T cells
dpbmfiph-1,CD4+ T cells (naive/central memory)
dpbmpihd-1,Macrophages (possibly FCGR1A+ subset)
dpbnlpbe-1,Possible Mast Cells / Neuroendocrine-like
dpbojenc-1,CD14+ Monocytes / Macrophages
dpbpaldh-1,CD8+ Cytotoxic T cells
dpbpgcao-1,Macrophages (possibly FCGR1A+ subset)
dpcbcdih-1,Possible Mast Cells / Neuroendocrine-like
dpceakpb-1,Macrophages
dpcicggb-1,Macrophages (possibly FCGR1A+ subset)
dpcjhaka-1,B cells
dpckinod-1,Possible Mast Cells / Neuroendocrine-like
dpcnfjfd-1,Macrophages (possibly FCGR1A+ subset)
dpconldm-1,Macrophages
dpcpcjkj-1,CD14+ Monocytes / Macrophages
dpdbcnbl-1,Macrophages (possibly FCGR1A+ subset)
dpdcckfe-1,CD14+ Monocytes / Macrophages
dpddhjmp-1,CD8+ Cytotoxic T cells
dpdgngdb-1,Macrophages (possibly FCGR1A+ subset)
dpdihkbc-1,Smooth Muscle Cells (and/or Myofibroblasts)
dpdihoae-1,Macrophages
dpdijhdi-1,CD14+ Monocytes / Macrophages
dpdjfikh-1,CD8+ Cytotoxic T cells
dpdljfpk-1,CD8+ Cytotoxic T cells
dpdlpjdc-1,CD8+ Cytotoxic T cells
dpdmfile-1,CD14+ Monocytes / Macrophages
dpdnbmdg-1,CD14+ Monocytes / Macrophages
dpdnmmca-1,Macrophages (possibly FCGR1A+ subset)
dpeaefde-1,CD14+ Monocytes / Macrophages
dpeafloc-1,CD14+ Monocytes / Macrophages
dpedhpni-1,Cytotoxic/NK-like T cells
dpefplfj-1,B cells
dpegbegk-1,CD8+ Cytotoxic T cells
dpegekid-1,CD14+ Monocytes / Macrophages
dpehhnea-1,CD14+ Monocytes / Macrophages
dpehokbm-1,B cells
dpehpjmo-1,CD8+ Cytotoxic T cells
dpeidefd-1,CD14+ Monocytes / Macrophages
dpeipncl-1,CD14+ Monocytes / Macrophages
dpejbflj-1,CD8+ Cytotoxic T cells
dpelkobh-1,CD14+ Monocytes / Macrophages
dpelncmc-1,Macrophages
dpelnofg-1,CD14+ Monocytes / Macrophages
dpemdcpl-1,Cytotoxic/NK-like T cells
dpemglej-1,CD8+ Cytotoxic T cells
dpeocaph-1,B cells
dpeohali-1,Macrophages
dpepbmol-1,Macrophages
dpeplehd-1,CD8+ Cytotoxic T cells
dpfaecck-1,CD8+ Cytotoxic T cells
dpfailed-1,Macrophages
dpfalldh-1,Macrophages (possibly FCGR1A+ subset)
dpfbdbgp-1,CD8+ Cytotoxic T cells
dpfbmdke-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
dpfddpdn-1,CD8+ Cytotoxic T cells
dpffnoan-1,CD14+ Monocytes / Macrophages
dpfgbjme-1,Macrophages (possibly FCGR1A+ subset)
dpfieobb-1,Cytotoxic/NK-like T cells
dpfkcbbo-1,CD14+ Monocytes / Macrophages
dpfleeng-1,CD14+ Monocytes / Macrophages
dpfljaag-1,CD14+ Monocytes / Macrophages
dpfmondo-1,CD8+ Cytotoxic T cells
dpfngdhl-1,CD14+ Monocytes / Macrophages
dpfpcpkm-1,CD8+ Cytotoxic T cells
dpgcchke-1,Possible Mast Cells / Neuroendocrine-like
dpgdlbdp-1,CD8+ Cytotoxic T cells
dpgedblo-1,CD8+ Cytotoxic T cells
dpgefnpj-1,CD14+ Monocytes / Macrophages
dpggbohf-1,Macrophages (possibly FCGR1A+ subset)
dpghioch-1,Macrophages
dpgjhebk-1,CD8+ Cytotoxic T cells
dpgjmhfc-1,CD14+ Monocytes / Macrophages
dpgkllib-1,CD14+ Monocytes / Macrophages
dpglhfdh-1,CD14+ Monocytes / Macrophages
dpgnfcln-1,CD14+ Monocytes / Macrophages
dpgnmeng-1,CD8+ Cytotoxic T cells
dpgpgfpb-1,CD14+ Monocytes / Macrophages
dphaggcl-1,CD8+ Cytotoxic T cells
dphblifp-1,CD14+ Monocytes / Macrophages
dphcnjnk-1,CD8+ Cytotoxic T cells
dphdaenf-1,CD8+ Cytotoxic T cells
dphepdbd-1,CD8+ Cytotoxic T cells
dphigjag-1,Fibroblasts (Stromal cells)
dphjnmga-1,CD8+ Cytotoxic T cells
dphkhogc-1,CD8+ Cytotoxic T cells
dphlfign-1,Fibroblasts (Stromal cells)
dphmbopd-1,CD8+ Cytotoxic T cells
dphnkhnh-1,CD8+ Cytotoxic T cells
dphocnme-1,Fibroblasts (Stromal cells)
dphojbhc-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
dphomcep-1,CD8+ Cytotoxic T cells
dphoohge-1,CD8+ Cytotoxic T cells
dphphpcb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
dphpldjh-1,CD8+ Cytotoxic T cells
dpibfamg-1,CD8+ Cytotoxic T cells
dpicfpgh-1,CD8+ Cytotoxic T cells
dpicjbjn-1,CD8+ Cytotoxic T cells
dpiclflg-1,Fibroblasts (Stromal cells)
dpidcgjm-1,CD8+ Cytotoxic T cells
dpiffoal-1,Macrophages
dpigpamf-1,Macrophages
dpihgdpc-1,CD14+ Monocytes / Macrophages
dpiiokfh-1,Possible Mast Cells / Neuroendocrine-like
dpikkjpe-1,CD14+ Monocytes / Macrophages
dpinlinh-1,Fibroblasts (Stromal cells)
dpiofdlg-1,Possible Mast Cells / Neuroendocrine-like
dpiohbnd-1,Macrophages (possibly FCGR1A+ subset)
dpipphbn-1,CD8+ Cytotoxic T cells
dpjalhga-1,Fibroblasts (Stromal cells)
dpjalkpb-1,Macrophages
dpjcbgah-1,CD8+ Cytotoxic T cells
dpjddehd-1,CD8+ Cytotoxic T cells
dpjelabd-1,CD14+ Monocytes / Macrophages
dpjfajom-1,Fibroblasts (Stromal cells)
dpjfinhn-1,B cells
dpjfnbnn-1,CD14+ Monocytes / Macrophages
dpjhipfl-1,CD8+ Cytotoxic T cells
dpjlehng-1,CD14+ Monocytes / Macrophages
dpjlmbhb-1,Cytotoxic/NK-like T cells
dpjmfgom-1,CD8+ Cytotoxic T cells
dpjmjopi-1,CD8+ Cytotoxic T cells
dpkbobmo-1,CD8+ Cytotoxic T cells
dpkcbimj-1,Cytotoxic/NK-like T cells
dpkeihef-1,B cells
dpkejico-1,CD8+ Cytotoxic T cells
dpkgndbd-1,CD14+ Monocytes / Macrophages
dpkgnfnn-1,Macrophages
dpkkakbd-1,CD14+ Monocytes / Macrophages
dpkknfbo-1,CD8+ Cytotoxic T cells
dpkkpdae-1,Possible Mast Cells / Neuroendocrine-like
dpklhbhb-1,B cells
dplbdpci-1,Possible Mast Cells / Neuroendocrine-like
dplbeahp-1,Possible Mast Cells / Neuroendocrine-like
dplecmpi-1,CD8+ Cytotoxic T cells
dplfdadg-1,Possible Mast Cells / Neuroendocrine-like
dplgbifj-1,CD14+ Monocytes / Macrophages
dplgnkbc-1,CD8+ Cytotoxic T cells
dplhdflf-1,CD8+ Cytotoxic T cells
dplhdgbl-1,Possible Mast Cells / Neuroendocrine-like
dplhehgf-1,CD14+ Monocytes / Macrophages
dplhkigm-1,Possible Mast Cells / Neuroendocrine-like
dplikhpl-1,B cells
dpljkdnh-1,CD14+ Monocytes / Macrophages
dplmfnaj-1,CD8+ Cytotoxic T cells
dplnaakp-1,B cells
dplnphhc-1,B cells
dplpaonc-1,B cells
dpmbdgkm-1,B cells
dpmbldgl-1,CD8+ Cytotoxic T cells
dpmbpobe-1,CD14+ Monocytes / Macrophages
dpmcadcb-1,CD14+ Monocytes / Macrophages
dpmfnfcd-1,Possible Mast Cells / Neuroendocrine-like
dpmgbnfk-1,CD14+ Monocytes / Macrophages
dpmhdbpe-1,CD8+ Cytotoxic T cells
dpmicdbj-1,B cells
dpmiljoe-1,Possible Mast Cells / Neuroendocrine-like
dpmjmnkp-1,Possible Mast Cells / Neuroendocrine-like
dpmlnmbl-1,Macrophages
dpmneipg-1,B cells
dpmnjehn-1,CD8+ Cytotoxic T cells
dpmnofmb-1,Natural Killer (NK) cells
dpmnpdfo-1,CD8+ Cytotoxic T cells
dpmplahk-1,B cells
dpnbfbgj-1,CD8+ Cytotoxic T cells
dpnbpifn-1,CD14+ Monocytes / Macrophages
dpnchikm-1,CD14+ Monocytes / Macrophages
dpncpphg-1,CD8+ Cytotoxic T cells
dpnfiega-1,B cells
dpngbmib-1,CD8+ Cytotoxic T cells
dpngmhgl-1,CD8+ Cytotoxic T cells
dpngoklp-1,CD8+ Cytotoxic T cells
dpnhjcpg-1,CD8+ Cytotoxic T cells
dpnhjigk-1,CD8+ Cytotoxic T cells
dpnjoiga-1,CD8+ Cytotoxic T cells
dpnpedml-1,CD8+ Cytotoxic T cells
dpnpokka-1,CD8+ Cytotoxic T cells
dpoagjgb-1,Macrophages
dpoalfgp-1,CD8+ Cytotoxic T cells
dpobjcmf-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
dpodmcob-1,CD14+ Monocytes / Macrophages
dpodoial-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
dpogjjbn-1,CD14+ Monocytes / Macrophages
dpognhna-1,CD8+ Cytotoxic T cells
dpojjghe-1,CD4+ T cells (naive/central memory)
dpokceao-1,CD8+ Cytotoxic T cells
dpokiool-1,CD8+ Cytotoxic T cells
dpologfp-1,CD8+ Cytotoxic T cells
dpomfhjg-1,CD14+ Monocytes / Macrophages
dponofph-1,CD8+ Cytotoxic T cells
dpoodbak-1,CD8+ Cytotoxic T cells
dpopbjnj-1,CD8+ Cytotoxic T cells
dppaaibg-1,CD14+ Monocytes / Macrophages
dppaklpl-1,CD8+ Cytotoxic T cells
dppbmolo-1,CD8+ Cytotoxic T cells
dppddmma-1,CD8+ Cytotoxic T cells
dppebbic-1,CD14+ Monocytes / Macrophages
dppgckgf-1,Smooth Muscle Cells
dppgkkbm-1,CD8+ Cytotoxic T cells
dppglgkc-1,CD8+ Cytotoxic T cells
dpphcpop-1,CD8+ Cytotoxic T cells
dpphhkfb-1,Macrophages (possibly FCGR1A+ subset)
dppilifm-1,B cells
dppjbpph-1,CD14+ Monocytes / Macrophages
dppjmijm-1,CD14+ Monocytes / Macrophages
dppllmck-1,B cells
dppllpik-1,CD8+ Cytotoxic T cells
dppmanfe-1,CD14+ Monocytes / Macrophages
dppmaola-1,Macrophages (possibly FCGR1A+ subset)
dppmcmnj-1,CD14+ Monocytes / Macrophages
dppmdpai-1,Fibroblasts (Stromal cells)
dppmeafm-1,Possible Mast Cells / Neuroendocrine-like
dppnpegg-1,CD8+ Effector T cells (GZMK+ subset)
dpppdnen-1,CD14+ Monocytes / Macrophages
dpppgmlh-1,Macrophages (possibly FCGR1A+ subset)
dppphmjc-1,B cells
dppppnba-1,CD8+ Cytotoxic T cells
eaaamidd-1,CD8+ Cytotoxic T cells
eaaancij-1,CD14+ Monocytes / Macrophages
eaafhgph-1,CD14+ Monocytes / Macrophages
eaafmdnp-1,CD4+ T cells (naive/central memory)
eaafoane-1,Macrophages (possibly FCGR1A+ subset)
eaagakme-1,CD8+ Cytotoxic T cells
eaahbcia-1,CD8+ Cytotoxic T cells
eaahecbm-1,CD14+ Monocytes / Macrophages
eaahokpp-1,CD14+ Monocytes / Macrophages
eaankgko-1,Fibroblasts (Stromal cells)
eaaogpni-1,Macrophages (possibly FCGR1A+ subset)
eabbdngj-1,CD14+ Monocytes / Macrophages
eabbgidn-1,CD14+ Monocytes / Macrophages
eabblobb-1,Macrophages
eabebedn-1,CD14+ Monocytes / Macrophages
eabghnef-1,Macrophages (possibly FCGR1A+ subset)
eabielah-1,CD8+ Cytotoxic T cells
eabjmfnn-1,CD14+ Monocytes / Macrophages
eabjoffc-1,Macrophages (possibly FCGR1A+ subset)
eabkepmg-1,Macrophages (possibly FCGR1A+ subset)
eabkjnbh-1,Macrophages (possibly FCGR1A+ subset)
eabkmefc-1,Fibroblasts (Stromal cells)
eabmdled-1,B cells
eabncaoh-1,Fibroblasts (Stromal cells)
eabncnol-1,Possible Mast Cells / Neuroendocrine-like
eabnieid-1,Macrophages (possibly FCGR1A+ subset)
eabnkiab-1,Macrophages (possibly FCGR1A+ subset)
eabnloah-1,CD8+ Cytotoxic T cells
eabpkokn-1,CD8+ Cytotoxic T cells
eabppkaa-1,CD8+ Cytotoxic T cells
eaccgfak-1,CD8+ Cytotoxic T cells
eaceeoji-1,CD8+ Cytotoxic T cells
eaceicod-1,CD8+ Cytotoxic T cells
eacflbmp-1,CD8+ Cytotoxic T cells
eacicfpj-1,Fibroblasts (Stromal cells)
eacifmkm-1,CD8+ Cytotoxic T cells
eacmaipo-1,CD14+ Monocytes / Macrophages
eacmcdan-1,Fibroblasts (Stromal cells)
eacnafna-1,Fibroblasts (Stromal cells)
eacoajfo-1,CD8+ Cytotoxic T cells
eacodmck-1,CD8+ Cytotoxic T cells
eadagdnj-1,CD8+ Cytotoxic T cells
eadcpepf-1,CD8+ Cytotoxic T cells
eadelahk-1,Cytotoxic/NK-like T cells
eademdkp-1,CD8+ Cytotoxic T cells
eadfeljj-1,CD8+ Cytotoxic T cells
eadhdfdk-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eadhejga-1,Fibroblasts (Stromal cells)
eadipbol-1,CD8+ Cytotoxic T cells
eadjflih-1,CD8+ Cytotoxic T cells
eadjiihm-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eadlabod-1,B cells
eadlddnm-1,B cells
eadmflgj-1,Possible Mast Cells / Neuroendocrine-like
eadmnlil-1,Cytotoxic/NK-like T cells
eadoimjp-1,Possible Mast Cells / Neuroendocrine-like
eadpplom-1,Cytotoxic/NK-like T cells
eaecdkjj-1,B cells
eaecmgpa-1,CD8+ Cytotoxic T cells
eaedkffl-1,CD8+ Cytotoxic T cells
eaedpohe-1,CD8+ Cytotoxic T cells
eaegecog-1,Fibroblasts (Stromal cells)
eaegpdgk-1,Fibroblasts (Stromal cells)
eaeibopa-1,CD8+ Cytotoxic T cells
eaeiflip-1,Cytotoxic/NK-like T cells
eaeimaej-1,Macrophages (possibly FCGR1A+ subset)
eaeiokcg-1,CD8+ Cytotoxic T cells
eaekehlm-1,B cells
eaekfnkd-1,CD8+ Cytotoxic T cells
eaeohbad-1,CD8+ Cytotoxic T cells
eaeonaja-1,Macrophages
eaepihkc-1,Fibroblasts (Stromal cells)
eafaamnd-1,Fibroblasts (Stromal cells)
eafcabml-1,CD8+ Effector T cells (GZMK+ subset)
eafdamnp-1,CD8+ Cytotoxic T cells
eaffblgn-1,CD8+ Cytotoxic T cells
eaffcnnc-1,CD14+ Monocytes / Macrophages
eafgadpa-1,CD14+ Monocytes / Macrophages
eafgdhfk-1,CD14+ Monocytes / Macrophages
eafgefnk-1,CD8+ Cytotoxic T cells
eafhfhfl-1,B cells
eafhibjj-1,CD8+ Cytotoxic T cells
eafhjipk-1,CD14+ Monocytes / Macrophages
eafiblbe-1,CD4+ T cells (naive/central memory)
eafjllnk-1,Macrophages
eafkacff-1,CD8+ Cytotoxic T cells
eafkndmd-1,CD4+ T cells (naive/central memory)
eaflgclp-1,CD8+ Cytotoxic T cells
eafnihoa-1,CD14+ Monocytes / Macrophages
eafnkjjj-1,Possible Mast Cells / Neuroendocrine-like
eafoeanh-1,CD14+ Monocytes / Macrophages
eafpmhgn-1,CD8+ Cytotoxic T cells
eagbcijf-1,Fibroblasts (Stromal cells)
eagcakno-1,Macrophages
eagfklkb-1,CD14+ Monocytes / Macrophages
eagggcai-1,CD14+ Monocytes / Macrophages
eaghdlkh-1,CD8+ Cytotoxic T cells
eaghiccj-1,CD14+ Monocytes / Macrophages
eaghkgap-1,Macrophages
eagieijh-1,CD8+ Cytotoxic T cells
eagimolm-1,CD14+ Monocytes / Macrophages
eagjjljj-1,CD8+ Cytotoxic T cells
eagjmcdb-1,CD14+ Monocytes / Macrophages
eagkpefk-1,Anti-inflammatory Macrophages (M2-like)
eagllmfe-1,CD14+ Monocytes / Macrophages
eagmhadb-1,CD8+ Cytotoxic T cells
eagpebkc-1,CD8+ Cytotoxic T cells
eagpnkif-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eahalmdf-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eahbigjf-1,CD14+ Monocytes / Macrophages
eahchnad-1,CD14+ Monocytes / Macrophages
eahcpgfi-1,CD14+ Monocytes / Macrophages
eahdjefk-1,CD8+ Cytotoxic T cells
eahejhcg-1,Macrophages
eahgajin-1,CD14+ Monocytes / Macrophages
eahgbgec-1,CD8+ Cytotoxic T cells
eahhfpfl-1,CD14+ Monocytes / Macrophages
eahhmagf-1,Possible Mast Cells / Neuroendocrine-like
eahijdlm-1,CD14+ Monocytes / Macrophages
eahingap-1,CD14+ Monocytes / Macrophages
eahjfpbc-1,CD8+ Cytotoxic T cells
eahkceac-1,CD8+ Cytotoxic T cells
eahmcamg-1,CD8+ Cytotoxic T cells
eahmiokp-1,Macrophages
eahoamnl-1,CD8+ Cytotoxic T cells
eahobbfa-1,CD14+ Monocytes / Macrophages
eahofehb-1,CD14+ Monocytes / Macrophages
eahplaag-1,CD14+ Monocytes / Macrophages
eaibidnd-1,CD14+ Monocytes / Macrophages
eaidecaa-1,CD8+ Cytotoxic T cells
eaifghab-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eaiiaofc-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eaiihgba-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eaijeone-1,CD14+ Monocytes / Macrophages
eaijpiec-1,CD14+ Monocytes / Macrophages
eaikddne-1,Macrophages
eaineihn-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eainogpk-1,Macrophages
eaionaho-1,Macrophages (possibly FCGR1A+ subset)
eajaejgg-1,CD14+ Monocytes / Macrophages
eajafphn-1,Cytotoxic/NK-like T cells
eajcedmg-1,Macrophages
eajciall-1,CD8+ Cytotoxic T cells
eajedkcl-1,CD8+ Cytotoxic T cells
eajekeid-1,CD8+ Cytotoxic T cells
eajeljlp-1,B cells
eajgaocp-1,Macrophages
eajgkbfh-1,B cells
eajglkjp-1,CD8+ Cytotoxic T cells
eajianhp-1,CD8+ Cytotoxic T cells
eajldmon-1,CD14+ Monocytes / Macrophages
eajlfmjb-1,Cytotoxic/NK-like T cells
eakagodc-1,B cells
eakbaigd-1,B cells
eakbghka-1,CD14+ Monocytes / Macrophages
eakbpcpa-1,CD8+ Cytotoxic T cells
eakfglah-1,Cytotoxic/NK-like T cells
eakgfhgj-1,CD8+ Cytotoxic T cells
eakgoljp-1,CD8+ Cytotoxic T cells
eakhihdg-1,CD8+ Cytotoxic T cells
eakibjjh-1,Naive/Central Memory T cells
eakjbhnk-1,CD8+ Cytotoxic T cells
eaklagmg-1,Natural Killer (NK) cells
eakmnmjp-1,CD8+ Cytotoxic T cells
ealaicpo-1,B cells
ealcgmaj-1,CD8+ Cytotoxic T cells
ealchaba-1,CD8+ Cytotoxic T cells
ealeilej-1,CD8+ Cytotoxic T cells
ealjlaih-1,CD8+ Cytotoxic T cells
ealkjojd-1,CD8+ Cytotoxic T cells
ealmjhgo-1,CD14+ Monocytes / Macrophages
ealnohfl-1,CD8+ Cytotoxic T cells
ealojpjj-1,Possible Mast Cells / Neuroendocrine-like
ealolffa-1,B cells
ealpgmbb-1,CD14+ Monocytes / Macrophages
ealpocci-1,CD14+ Monocytes / Macrophages
eamahocj-1,CD14+ Monocytes / Macrophages
eamamaoo-1,B cells
eamappge-1,CD14+ Monocytes / Macrophages
eambpnji-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eamcalga-1,CD8+ Cytotoxic T cells
eamcbnjn-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eamchleo-1,CD8+ Cytotoxic T cells
eamcldcd-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
eamdipfd-1,Macrophages
eamdkgch-1,Cytotoxic/NK-like T cells
eamdnklj-1,CD14+ Monocytes / Macrophages
eamecflm-1,CD8+ Cytotoxic T cells
eamfbnhg-1,CD14+ Monocytes / Macrophages
eamhpbic-1,CD8+ Cytotoxic T cells
eamiaflm-1,CD8+ Cytotoxic T cells
eamiehom-1,CD8+ Cytotoxic T cells
eamihpka-1,Cytotoxic/NK-like T cells
eamkcbkk-1,CD8+ Cytotoxic T cells
eamkcgna-1,Macrophages
eamklphl-1,CD14+ Monocytes / Macrophages
eamllpkl-1,Macrophages
eamnekdi-1,CD8+ Cytotoxic T cells
eamoeedc-1,CD8+ Cytotoxic T cells
eamonloi-1,Macrophages (possibly FCGR1A+ subset)
eamphefn-1,CD8+ Cytotoxic T cells
eanagbeg-1,CD8+ Cytotoxic T cells
eanalgkj-1,CD8+ Cytotoxic T cells
eanboecp-1,CD8+ Cytotoxic T cells
eandcjfh-1,Cytotoxic/NK-like T cells
eandgpfj-1,CD8+ Cytotoxic T cells
eandibip-1,CD8+ Cytotoxic T cells
eaneebjd-1,CD14+ Monocytes / Macrophages
eanfbdej-1,CD8+ Cytotoxic T cells
eanfkoeo-1,Macrophages
eanglmko-1,CD14+ Monocytes / Macrophages
eanifbfe-1,CD14+ Monocytes / Macrophages
eankdebk-1,Macrophages
eanoflap-1,CD14+ Monocytes / Macrophages
eanokfdd-1,CD8+ Cytotoxic T cells
eanpammp-1,Fibroblasts (Stromal cells)
eaoabhge-1,CD8+ Cytotoxic T cells
eaoapcoi-1,CD8+ Cytotoxic T cells
eaobekje-1,Cytotoxic/NK-like T cells
eaocgcml-1,CD8+ Cytotoxic T cells
eaodalhe-1,CD8+ Cytotoxic T cells
eaodcbll-1,Fibroblasts (Stromal cells)
eaodkngg-1,Possible Mast Cells / Neuroendocrine-like
eaoeaioe-1,Smooth Muscle Cells (and/or Myofibroblasts)
eaoeomle-1,CD14+ Monocytes / Macrophages
eaofdcgm-1,CD8+ Effector T cells (GZMK+ subset)
eaofkbcb-1,CD8+ Cytotoxic T cells
eaogobjk-1,CD8+ Cytotoxic T cells
eaogocif-1,CD8+ Cytotoxic T cells
eaohnijl-1,CD8+ Cytotoxic T cells
eaojjmgm-1,Macrophages
eaombhce-1,CD14+ Monocytes / Macrophages
eaongcpm-1,CD8+ Cytotoxic T cells
eaonpela-1,CD8+ Cytotoxic T cells
eaopbhpm-1,CD8+ Cytotoxic T cells
eaopldpi-1,CD8+ Cytotoxic T cells
eaopokaa-1,CD8+ Cytotoxic T cells
eapeolab-1,CD8+ Cytotoxic T cells
eapfgioj-1,Cytotoxic/NK-like T cells
eapflfoe-1,CD8+ Cytotoxic T cells
eapfmoep-1,CD8+ Cytotoxic T cells
eapgpbck-1,CD8+ Cytotoxic T cells
eaphpkjj-1,CD8+ Cytotoxic T cells
eapiikad-1,CD8+ Cytotoxic T cells
eapjdfmo-1,CD8+ Cytotoxic T cells
eapjdkbg-1,CD8+ Cytotoxic T cells
eapkommh-1,CD8+ Cytotoxic T cells
eaplabmj-1,CD8+ Cytotoxic T cells
eaplhbbj-1,Cytotoxic/NK-like T cells
ebabogdh-1,CD8+ Cytotoxic T cells
ebachnfg-1,CD8+ Cytotoxic T cells
ebacmgje-1,CD8+ Cytotoxic T cells
ebaeblep-1,Fibroblasts (Stromal cells)
ebaekaom-1,CD14+ Monocytes / Macrophages
ebahnhba-1,CD8+ Cytotoxic T cells
ebakcnnn-1,Fibroblasts (Stromal cells)
ebalfmbj-1,CD8+ Cytotoxic T cells
ebammmah-1,CD8+ Cytotoxic T cells
ebanjdbb-1,CD8+ Cytotoxic T cells
ebankhlf-1,CD8+ Cytotoxic T cells
ebaoogba-1,CD8+ Cytotoxic T cells
ebapbeom-1,CD8+ Cytotoxic T cells
